ID,category_A,category_B,category_C,category_D,category_E,category_F
QCT1000001396,0,0,0,0,0,0
QCT1000001397,1,1,1,1,1,1
QCT1000001398,0,0,0,0,0,0
QCT1000001399,0,0,0,0,0,0
QCT1000001400,0,0,0,0,0,0
QCT1000001401,0,0,0,0,0,0
QCT1000001402,0,0,0,0,0,0
QCT1000001403,0,0,0,0,0,0
QCT1000001404,0,0,0,0,0,0
QCT1000001405,0,0,0,0,0,0
QCT1000001406,0,0,0,0,0,0
QCT1000001407,0,0,0,0,0,0
QCT1000001408,0,0,0,0,0,0
QCT1000001409,0,0,0,0,0,0
QCT1000001410,0,0,0,0,0,0
QCT1000001411,0,0,0,0,0,0
QCT1000001412,1,1,1,1,1,1
QCT1000001413,0,0,0,0,0,0
QCT1000001414,0,0,0,0,0,0
QCT1000001415,0,0,0,0,0,0
QCT1000001416,0,0,0,0,0,0
QCT1000001417,0,0,0,0,0,0
QCT1000001418,0,0,0,0,0,0
QCT1000001419,0,0,0,0,0,0
QCT1000001420,0,0,0,0,0,0
QCT1000001421,0,0,0,0,0,0
QCT1000001422,0,0,0,0,0,0
QCT1000001423,0,0,0,0,0,0
QCT1000001424,0,0,0,0,0,0
QCT1000001425,0,0,0,0,0,0
QCT1000001426,0,0,0,0,0,0
QCT1000001427,0,0,0,0,0,0
QCT1000001428,0,0,0,0,0,0
QCT1000001429,1,1,1,1,1,1
QCT1000001430,0,0,0,0,0,0
QCT1000001431,0,0,0,0,0,0
QCT1000001432,0,0,0,0,0,0
QCT1000001433,0,0,0,0,0,0
QCT1000001434,0,0,0,0,0,0
QCT1000001435,0,0,0,0,0,0
QCT1000001436,0,0,0,0,0,0
QCT1000001437,0,0,0,0,0,0
QCT1000001438,0,0,0,0,0,0
QCT1000001439,1,1,1,1,1,1
QCT1000001440,0,0,0,0,0,0
QCT1000001441,0,0,0,0,0,0
QCT1000001442,0,0,0,0,0,0
QCT1000001443,0,0,0,0,0,0
QCT1000001444,0,0,0,0,0,0
QCT1000001445,0,0,0,0,0,0
QCT1000001446,0,0,0,0,0,0
QCT1000001447,0,0,0,0,0,0
QCT1000001448,0,0,0,0,0,0
QCT1000001449,0,0,0,0,0,0
QCT1000001450,0,0,0,0,0,0
QCT1000001451,0,0,0,0,0,0
QCT1000001452,0,0,0,0,0,0
QCT1000001453,0,0,0,0,0,0
QCT1000001454,0,0,0,0,0,0
QCT1000001455,0,0,0,0,0,0
QCT1000001456,0,0,0,0,0,0
QCT1000001457,1,1,1,1,1,1
QCT1000001458,0,0,0,0,0,0
QCT1000001459,0,0,0,0,0,0
QCT1000001460,0,0,0,0,0,0
QCT1000001461,0,0,0,0,0,0
QCT1000001462,0,0,0,0,0,0
QCT1000001463,0,0,0,0,0,0
QCT1000001464,0,0,0,0,0,0
QCT1000001465,1,1,1,1,1,1
QCT1000001466,0,0,0,0,0,0
QCT1000001467,0,0,0,0,0,0
QCT1000001468,0,0,0,0,0,0
QCT1000001469,0,0,0,0,0,0
QCT1000001470,0,0,0,0,0,0
QCT1000001471,0,0,0,0,0,0
QCT1000001472,0,0,0,0,0,0
QCT1000001473,0,0,0,0,0,0
QCT1000001474,0,0,0,0,0,0
QCT1000001475,0,0,0,0,0,0
QCT1000001476,0,0,0,0,0,0
QCT1000001477,0,0,0,0,0,0
QCT1000001478,0,0,0,0,0,0
QCT1000001479,0,0,0,0,0,0
QCT1000001480,1,1,1,1,1,1
QCT1000001481,0,0,0,0,0,0
QCT1000001482,0,0,0,0,0,0
QCT1000001483,0,0,0,0,0,0
QCT1000001484,0,0,0,0,0,0
QCT1000001485,0,0,0,0,0,0
QCT1000001486,0,0,0,0,0,0
QCT1000001487,0,0,0,0,0,0
QCT1000001488,0,0,0,0,0,0
QCT1000001489,0,0,0,0,0,0
QCT1000001490,0,0,0,0,0,0
QCT1000001491,0,0,0,0,0,0
QCT1000001492,0,0,0,0,0,0
QCT1000001493,0,0,0,0,0,0
QCT1000001494,0,0,0,0,0,0
QCT1000001495,0,0,0,0,0,0
QCT1000001496,0,0,0,0,0,0
QCT1000001497,0,0,0,0,0,0
QCT1000001498,0,0,0,0,0,0
QCT1000001499,1,1,1,1,1,1
QCT1000001500,0,0,0,0,0,0
QCT1000001501,0,0,0,0,0,0
QCT1000001502,0,0,0,0,0,0
QCT1000001503,0,0,0,0,0,0
QCT1000001504,0,0,0,0,0,0
QCT1000001505,0,0,0,0,0,0
QCT1000001506,0,0,0,0,0,0
QCT1000001507,0,0,0,0,0,0
QCT1000001508,0,0,0,0,0,0
QCT1000001509,0,0,0,0,0,0
QCT1000001510,0,0,0,0,0,0
QCT1000001511,0,0,0,0,0,0
QCT1000001512,1,1,1,1,1,1
QCT1000001513,0,0,0,0,0,0
QCT1000001514,0,0,0,0,0,0
QCT1000001515,0,0,0,0,0,0
QCT1000001516,0,0,0,0,0,0
QCT1000001517,0,0,0,0,0,0
QCT1000001518,0,0,0,0,0,0
QCT1000001519,1,1,1,1,1,1
QCT1000001520,0,0,0,0,0,0
QCT1000001521,0,0,0,0,0,0
QCT1000001522,0,0,0,0,0,0
QCT1000001523,0,0,0,0,0,0
QCT1000001524,0,0,0,0,0,0
QCT1000001525,0,0,0,0,0,0
QCT1000001526,0,0,0,0,0,0
QCT1000001527,0,0,0,0,0,0
QCT1000001528,0,0,0,0,0,0
QCT1000001529,0,0,0,0,0,0
QCT1000001530,0,0,0,0,0,0
QCT1000001531,0,0,0,0,0,0
QCT1000001532,0,0,0,0,0,0
QCT1000001533,0,0,0,0,0,0
QCT1000001534,0,0,0,0,0,0
QCT1000001535,0,0,0,0,0,0
QCT1000001536,0,0,0,0,0,0
QCT1000001537,0,0,0,0,0,0
QCT1000001538,0,0,0,0,0,0
QCT1000001539,0,0,0,0,0,0
QCT1000001540,0,0,0,0,0,0
QCT1000001541,0,0,0,0,0,0
QCT1000001542,0,0,0,0,0,0
QCT1000001543,0,0,0,0,0,0
QCT1000001544,0,0,0,0,0,0
QCT1000001545,0,0,0,0,0,0
QCT1000001546,0,0,0,0,0,0
QCT1000001547,0,0,0,0,0,0
QCT1000001548,0,0,0,0,0,0
QCT1000001549,0,0,0,0,0,0
QCT1000001550,0,0,0,0,0,0
QCT1000001551,0,0,0,0,0,0
QCT1000001552,0,0,0,0,0,0
QCT1000001553,0,0,0,0,0,0
QCT1000001554,0,0,0,0,0,0
QCT1000001555,1,1,1,1,1,1
QCT1000001556,0,0,0,0,0,0
QCT1000001557,0,0,0,0,0,0
QCT1000001558,0,0,0,0,0,0
QCT1000001559,0,0,0,0,0,0
QCT1000001560,0,0,0,0,0,0
QCT1000001561,0,0,0,0,0,0
QCT1000001562,0,0,0,0,0,0
QCT1000001563,0,0,0,0,0,0
QCT1000001564,0,0,0,0,0,0
QCT1000001565,0,0,0,0,0,0
QCT1000001566,0,0,0,0,0,0
QCT1000001567,0,0,0,0,0,0
QCT1000001568,0,0,0,0,0,0
QCT1000001569,0,0,0,0,0,0
QCT1000001570,0,0,0,0,0,0
QCT1000001571,0,0,0,0,0,0
QCT1000001572,0,0,0,0,0,0
QCT1000001573,0,0,0,0,0,0
QCT1000001574,0,0,0,0,0,0
QCT1000001575,0,0,0,0,0,0
QCT1000001576,0,0,0,0,0,0
QCT1000001577,1,1,1,1,1,1
QCT1000001578,0,0,0,0,0,0
QCT1000001579,0,0,0,0,0,0
QCT1000001580,0,0,0,0,0,0
QCT1000001581,0,0,0,0,0,0
QCT1000001582,0,0,0,0,0,0
QCT1000001583,0,0,0,0,0,0
QCT1000001584,0,0,0,0,0,0
QCT1000001585,0,0,0,0,0,0
QCT1000001586,0,0,0,0,0,0
QCT1000001587,0,0,0,0,0,0
QCT1000001588,0,0,0,0,0,0
QCT1000001589,0,0,0,0,0,0
QCT1000001590,0,0,0,0,0,0
QCT1000001591,0,0,0,0,0,0
QCT1000001592,0,0,0,0,0,0
QCT1000001593,0,0,0,0,0,0
QCT1000001594,0,0,0,0,0,0
QCT1000001595,0,0,0,0,0,0
QCT1000001596,0,0,0,0,0,0
QCT1000001597,1,1,1,1,1,1
QCT1000001598,0,0,0,0,0,0
QCT1000001599,1,1,1,1,1,1
QCT1000001600,0,0,0,0,0,0
QCT1000001601,0,0,0,0,0,0
QCT1000001602,0,0,0,0,0,0
QCT1000001603,0,0,0,0,0,0
QCT1000001604,0,0,0,0,0,0
QCT1000001605,0,0,0,0,0,0
QCT1000001606,0,0,0,0,0,0
QCT1000001607,0,0,0,0,0,0
QCT1000001608,1,1,1,1,1,1
QCT1000001609,0,0,0,0,0,0
QCT1000001610,0,0,0,0,0,0
QCT1000001611,0,0,0,0,0,0
QCT1000001612,0,0,0,0,0,0
QCT1000001613,0,0,0,0,0,0
QCT1000001614,0,0,0,0,0,0
QCT1000001615,0,0,0,0,0,0
QCT1000001616,0,0,0,0,0,0
QCT1000001617,0,0,0,0,0,0
QCT1000001618,0,0,0,0,0,0
QCT1000001619,0,0,0,0,0,0
QCT1000001620,0,0,0,0,0,0
QCT1000001621,0,0,0,0,0,0
QCT1000001622,0,0,0,0,0,0
QCT1000001623,1,1,1,1,1,1
QCT1000001624,0,0,0,0,0,0
QCT1000001625,0,0,0,0,0,0
QCT1000001626,0,0,0,0,0,0
QCT1000001627,1,1,1,1,1,1
QCT1000001628,0,0,0,0,0,0
QCT1000001629,0,0,0,0,0,0
QCT1000001630,0,0,0,0,0,0
QCT1000001631,0,0,0,0,0,0
QCT1000001632,0,0,0,0,0,0
QCT1000001633,0,0,0,0,0,0
QCT1000001634,0,0,0,0,0,0
QCT1000001635,1,1,1,1,1,1
QCT1000001636,0,0,0,0,0,0
QCT1000001637,0,0,0,0,0,0
QCT1000001638,0,0,0,0,0,0
QCT1000001639,0,0,0,0,0,0
QCT1000001640,0,0,0,0,0,0
QCT1000001641,0,0,0,0,0,0
QCT1000001642,0,0,0,0,0,0
QCT1000001643,0,0,0,0,0,0
QCT1000001644,0,0,0,0,0,0
QCT1000001645,0,0,0,0,0,0
QCT1000001646,0,0,0,0,0,0
QCT1000001647,0,0,0,0,0,0
QCT1000001648,1,1,1,1,1,1
QCT1000001649,0,0,0,0,0,0
QCT1000001650,1,1,1,1,1,1
QCT1000001651,0,0,0,0,0,0
QCT1000001652,0,0,0,0,0,0
QCT1000001653,0,0,0,0,0,0
QCT1000001654,0,0,0,0,0,0
QCT1000001655,0,0,0,0,0,0
QCT1000001656,0,0,0,0,0,0
QCT1000001657,1,1,1,1,1,1
QCT1000001658,0,0,0,0,0,0
QCT1000001659,0,0,0,0,0,0
QCT1000001660,0,0,0,0,0,0
QCT1000001661,0,0,0,0,0,0
QCT1000001662,0,0,0,0,0,0
QCT1000001663,0,0,0,0,0,0
QCT1000001664,0,0,0,0,0,0
QCT1000001665,0,0,0,0,0,0
QCT1000001666,0,0,0,0,0,0
QCT1000001667,0,0,0,0,0,0
QCT1000001668,0,0,0,0,0,0
QCT1000001669,0,0,0,0,0,0
QCT1000001670,0,0,0,0,0,0
QCT1000001671,0,0,0,0,0,0
QCT1000001672,0,0,0,0,0,0
QCT1000001673,1,1,1,1,1,1
QCT1000001674,0,0,0,0,0,0
QCT1000001675,0,0,0,0,0,0
QCT1000001676,0,0,0,0,0,0
QCT1000001677,0,0,0,0,0,0
QCT1000001678,0,0,0,0,0,0
QCT1000001679,0,0,0,0,0,0
QCT1000001680,0,0,0,0,0,0
QCT1000001681,0,0,0,0,0,0
QCT1000001682,0,0,0,0,0,0
QCT1000001683,0,0,0,0,0,0
QCT1000001684,0,0,0,0,0,0
QCT1000001685,0,0,0,0,0,0
QCT1000001686,0,0,0,0,0,0
QCT1000001687,0,0,0,0,0,0
QCT1000001688,0,0,0,0,0,0
QCT1000001689,0,0,0,0,0,0
QCT1000001690,0,0,0,0,0,0
QCT1000001691,0,0,0,0,0,0
QCT1000001692,0,0,0,0,0,0
QCT1000001693,0,0,0,0,0,0
QCT1000001694,0,0,0,0,0,0
QCT1000001695,0,0,0,0,0,0
QCT1000001696,0,0,0,0,0,0
QCT1000001697,0,0,0,0,0,0
QCT1000001698,0,0,0,0,0,0
QCT1000001699,0,0,0,0,0,0
QCT1000001700,0,0,0,0,0,0
QCT1000001701,0,0,0,0,0,0
QCT1000001702,0,0,0,0,0,0
QCT1000001703,0,0,0,0,0,0
QCT1000001704,0,0,0,0,0,0
QCT1000001705,0,0,0,0,0,0
QCT1000001706,0,0,0,0,0,0
QCT1000001707,0,0,0,0,0,0
QCT1000001708,0,0,0,0,0,0
QCT1000001709,0,0,0,0,0,0
QCT1000001710,0,0,0,0,0,0
QCT1000001711,0,0,0,0,0,0
QCT1000001712,1,1,1,1,1,1
QCT1000001713,0,0,0,0,0,0
QCT1000001714,0,0,0,0,0,0
QCT1000001715,1,1,1,1,1,1
QCT1000001716,0,0,0,0,0,0
QCT1000001717,0,0,0,0,0,0
QCT1000001718,0,0,0,0,0,0
QCT1000001719,0,0,0,0,0,0
QCT1000001720,0,0,0,0,0,0
QCT1000001721,0,0,0,0,0,0
QCT1000001722,0,0,0,0,0,0
QCT1000001723,0,0,0,0,0,0
QCT1000001724,0,0,0,0,0,0
QCT1000001725,0,0,0,0,0,0
QCT1000001726,0,0,0,0,0,0
QCT1000001727,0,0,0,0,0,0
QCT1000001728,0,0,0,0,0,0
QCT1000001729,0,0,0,0,0,0
QCT1000001730,0,0,0,0,0,0
QCT1000001731,0,0,0,0,0,0
QCT1000001732,0,0,0,0,0,0
QCT1000001733,0,0,0,0,0,0
QCT1000001734,0,0,0,0,0,0
QCT1000001735,0,0,0,0,0,0
QCT1000001736,0,0,0,0,0,0
QCT1000001737,0,0,0,0,0,0
QCT1000001738,0,0,0,0,0,0
QCT1000001739,0,0,0,0,0,0
QCT1000001740,0,0,0,0,0,0
QCT1000001741,0,0,0,0,0,0
QCT1000001742,0,0,0,0,0,0
QCT1000001743,0,0,0,0,0,0
QCT1000001744,0,0,0,0,0,0
QCT1000001745,0,0,0,0,0,0
QCT1000001746,0,0,0,0,0,0
QCT1000001747,0,0,0,0,0,0
QCT1000001748,0,0,0,0,0,0
QCT1000001749,0,0,0,0,0,0
QCT1000001750,1,1,1,1,1,1
QCT1000001751,0,0,0,0,0,0
QCT1000001752,0,0,0,0,0,0
QCT1000001753,0,0,0,0,0,0
QCT1000001754,0,0,0,0,0,0
QCT1000001755,0,0,0,0,0,0
QCT1000001756,0,0,0,0,0,0
QCT1000001757,0,0,0,0,0,0
QCT1000001758,0,0,0,0,0,0
QCT1000001759,0,0,0,0,0,0
QCT1000001760,0,0,0,0,0,0
QCT1000001761,0,0,0,0,0,0
QCT1000001762,0,0,0,0,0,0
QCT1000001763,0,0,0,0,0,0
QCT1000001764,0,0,0,0,0,0
QCT1000001765,0,0,0,0,0,0
QCT1000001766,0,0,0,0,0,0
QCT1000001767,0,0,0,0,0,0
QCT1000001768,0,0,0,0,0,0
QCT1000001769,0,0,0,0,0,0
QCT1000001770,0,0,0,0,0,0
QCT1000001771,0,0,0,0,0,0
QCT1000001772,0,0,0,0,0,0
QCT1000001773,0,0,0,0,0,0
QCT1000001774,0,0,0,0,0,0
QCT1000001775,0,0,0,0,0,0
QCT1000001776,0,0,0,0,0,0
QCT1000001777,0,0,0,0,0,0
QCT1000001778,0,0,0,0,0,0
QCT1000001779,0,0,0,0,0,0
QCT1000001780,0,0,0,0,0,0
QCT1000001781,0,0,0,0,0,0
QCT1000001782,0,0,0,0,0,0
QCT1000001783,0,0,0,0,0,0
QCT1000001784,0,0,0,0,0,0
QCT1000001785,0,0,0,0,0,0
QCT1000001786,1,1,1,1,1,1
QCT1000001787,0,0,0,0,0,0
QCT1000001788,0,0,0,0,0,0
QCT1000001789,0,0,0,0,0,0
QCT1000001790,0,0,0,0,0,0
QCT1000001791,0,0,0,0,0,0
QCT1000001792,0,0,0,0,0,0
QCT1000001793,0,0,0,0,0,0
QCT1000001794,0,0,0,0,0,0
QCT1000001795,0,0,0,0,0,0
QCT1000001796,0,0,0,0,0,0
QCT1000001797,0,0,0,0,0,0
QCT1000001798,0,0,0,0,0,0
QCT1000001799,0,0,0,0,0,0
QCT1000001800,1,1,1,1,1,1
QCT1000001801,0,0,0,0,0,0
QCT1000001802,0,0,0,0,0,0
QCT1000001803,0,0,0,0,0,0
QCT1000001804,0,0,0,0,0,0
QCT1000001805,0,0,0,0,0,0
QCT1000001806,0,0,0,0,0,0
QCT1000001807,0,0,0,0,0,0
QCT1000001808,0,0,0,0,0,0
QCT1000001809,0,0,0,0,0,0
QCT1000001810,0,0,0,0,0,0
QCT1000001811,0,0,0,0,0,0
QCT1000001812,0,0,0,0,0,0
QCT1000001813,0,0,0,0,0,0
QCT1000001814,0,0,0,0,0,0
QCT1000001815,0,0,0,0,0,0
QCT1000001816,0,0,0,0,0,0
QCT1000001817,0,0,0,0,0,0
QCT1000001818,0,0,0,0,0,0
QCT1000001819,0,0,0,0,0,0
QCT1000001820,0,0,0,0,0,0
QCT1000001821,0,0,0,0,0,0
QCT1000001822,0,0,0,0,0,0
QCT1000001823,0,0,0,0,0,0
QCT1000001824,0,0,0,0,0,0
QCT1000001825,0,0,0,0,0,0
QCT1000001826,0,0,0,0,0,0
QCT1000001827,0,0,0,0,0,0
QCT1000001828,0,0,0,0,0,0
QCT1000001829,0,0,0,0,0,0
QCT1000001830,0,0,0,0,0,0
QCT1000001831,0,0,0,0,0,0
QCT1000001832,0,0,0,0,0,0
QCT1000001833,0,0,0,0,0,0
QCT1000001834,0,0,0,0,0,0
QCT1000001835,0,0,0,0,0,0
QCT1000001836,0,0,0,0,0,0
QCT1000001837,0,0,0,0,0,0
QCT1000001838,0,0,0,0,0,0
QCT1000001839,1,1,1,1,1,1
QCT1000001840,0,0,0,0,0,0
QCT1000001841,0,0,0,0,0,0
QCT1000001842,0,0,0,0,0,0
QCT1000001843,0,0,0,0,0,0
QCT1000001844,0,0,0,0,0,0
QCT1000001845,0,0,0,0,0,0
QCT1000001846,0,0,0,0,0,0
QCT1000001847,0,0,0,0,0,0
QCT1000001848,0,0,0,0,0,0
QCT1000001849,0,0,0,0,0,0
QCT1000001850,0,0,0,0,0,0
QCT1000001851,0,0,0,0,0,0
QCT1000001852,0,0,0,0,0,0
QCT1000001853,0,0,0,0,0,0
QCT1000001854,0,0,0,0,0,0
QCT1000001855,0,0,0,0,0,0
QCT1000001856,0,0,0,0,0,0
QCT1000001857,0,0,0,0,0,0
QCT1000001858,0,0,0,0,0,0
QCT1000001859,0,0,0,0,0,0
QCT1000001860,0,0,0,0,0,0
QCT1000001861,0,0,0,0,0,0
QCT1000001862,0,0,0,0,0,0
QCT1000001863,0,0,0,0,0,0
QCT1000001864,0,0,0,0,0,0
QCT1000001865,0,0,0,0,0,0
QCT1000001866,0,0,0,0,0,0
QCT1000001867,0,0,0,0,0,0
QCT1000001868,0,0,0,0,0,0
QCT1000001869,0,0,0,0,0,0
QCT1000001870,0,0,0,0,0,0
QCT1000001871,0,0,0,0,0,0
QCT1000001872,0,0,0,0,0,0
QCT1000001873,0,0,0,0,0,0
QCT1000001874,0,0,0,0,0,0
QCT1000001875,0,0,0,0,0,0
QCT1000001876,0,0,0,0,0,0
QCT1000001877,0,0,0,0,0,0
QCT1000001878,0,0,0,0,0,0
QCT1000001879,0,0,0,0,0,0
QCT1000001880,0,0,0,0,0,0
QCT1000001881,0,0,0,0,0,0
QCT1000001882,0,0,0,0,0,0
QCT1000001883,0,0,0,0,0,0
QCT1000001884,0,0,0,0,0,0
QCT1000001885,0,0,0,0,0,0
QCT1000001886,0,0,0,0,0,0
QCT1000001887,0,0,0,0,0,0
QCT1000001888,0,0,0,0,0,0
QCT1000001889,0,0,0,0,0,0
QCT1000001890,0,0,0,0,0,0
QCT1000001891,0,0,0,0,0,0
QCT1000001892,0,0,0,0,0,0
QCT1000001893,0,0,0,0,0,0
QCT1000001894,0,0,0,0,0,0
QCT1000001895,0,0,0,0,0,0
QCT1000001896,0,0,0,0,0,0
QCT1000001897,0,0,0,0,0,0
QCT1000001898,0,0,0,0,0,0
QCT1000001899,0,0,0,0,0,0
QCT1000001900,0,0,0,0,0,0
QCT1000001901,0,0,0,0,0,0
QCT1000001902,0,0,0,0,0,0
QCT1000001903,0,0,0,0,0,0
QCT1000001904,1,1,1,1,1,1
QCT1000001905,0,0,0,0,0,0
QCT1000001906,0,0,0,0,0,0
QCT1000001907,0,0,0,0,0,0
QCT1000001908,0,0,0,0,0,0
QCT1000001909,0,0,0,0,0,0
QCT1000001910,0,0,0,0,0,0
QCT1000001911,0,0,0,0,0,0
QCT1000001912,0,0,0,0,0,0
QCT1000001913,0,0,0,0,0,0
QCT1000001914,0,0,0,0,0,0
QCT1000001915,0,0,0,0,0,0
QCT1000001916,0,0,0,0,0,0
QCT1000001917,0,0,0,0,0,0
QCT1000001918,0,0,0,0,0,0
QCT1000001919,0,0,0,0,0,0
QCT1000001920,0,0,0,0,0,0
QCT1000001921,0,0,0,0,0,0
QCT1000001922,0,0,0,0,0,0
QCT1000001923,0,0,0,0,0,0
QCT1000001924,0,0,0,0,0,0
QCT1000001925,0,0,0,0,0,0
QCT1000001926,0,0,0,0,0,0
QCT1000001927,0,0,0,0,0,0
QCT1000001928,0,0,0,0,0,0
QCT1000001929,0,0,0,0,0,0
QCT1000001930,0,0,0,0,0,0
QCT1000001931,0,0,0,0,0,0
QCT1000001932,0,0,0,0,0,0
QCT1000001933,0,0,0,0,0,0
QCT1000001934,0,0,0,0,0,0
QCT1000001935,0,0,0,0,0,0
QCT1000001936,0,0,0,0,0,0
QCT1000001937,0,0,0,0,0,0
QCT1000001938,0,0,0,0,0,0
QCT1000001939,0,0,0,0,0,0
QCT1000001940,0,0,0,0,0,0
QCT1000001941,0,0,0,0,0,0
QCT1000001942,0,0,0,0,0,0
QCT1000001943,0,0,0,0,0,0
QCT1000001944,0,0,0,0,0,0
QCT1000001945,0,0,0,0,0,0
QCT1000001946,0,0,0,0,0,0
QCT1000001947,0,0,0,0,0,0
QCT1000001948,0,0,0,0,0,0
QCT1000001949,0,0,0,0,0,0
QCT1000001950,0,0,0,0,0,0
QCT1000001951,0,0,0,0,0,0
QCT1000001952,1,1,1,1,1,1
QCT1000001953,0,0,0,0,0,0
QCT1000001954,0,0,0,0,0,0
QCT1000001955,0,0,0,0,0,0
QCT1000001956,0,0,0,0,0,0
QCT1000001957,0,0,0,0,0,0
QCT1000001958,0,0,0,0,0,0
QCT1000001959,0,0,0,0,0,0
QCT1000001960,0,0,0,0,0,0
QCT1000001961,0,0,0,0,0,0
QCT1000001962,0,0,0,0,0,0
QCT1000001963,0,0,0,0,0,0
QCT1000001964,0,0,0,0,0,0
QCT1000001965,0,0,0,0,0,0
QCT1000001966,0,0,0,0,0,0
QCT1000001967,0,0,0,0,0,0
QCT1000001968,0,0,0,0,0,0
QCT1000001969,0,0,0,0,0,0
QCT1000001970,0,0,0,0,0,0
QCT1000001971,0,0,0,0,0,0
QCT1000001972,0,0,0,0,0,0
QCT1000001973,0,0,0,0,0,0
QCT1000001974,0,0,0,0,0,0
QCT1000001975,0,0,0,0,0,0
QCT1000001976,0,0,0,0,0,0
QCT1000001977,0,0,0,0,0,0
QCT1000001978,0,0,0,0,0,0
QCT1000001979,0,0,0,0,0,0
QCT1000001980,0,0,0,0,0,0
QCT1000001981,0,0,0,0,0,0
QCT1000001982,0,0,0,0,0,0
QCT1000001983,0,0,0,0,0,0
QCT1000001984,0,0,0,0,0,0
QCT1000001985,0,0,0,0,0,0
QCT1000001986,0,0,0,0,0,0
QCT1000001987,0,0,0,0,0,0
QCT1000001988,0,0,0,0,0,0
QCT1000001989,0,0,0,0,0,0
QCT1000001990,0,0,0,0,0,0
QCT1000001991,0,0,0,0,0,0
QCT1000001992,0,0,0,0,0,0
QCT1000001993,0,0,0,0,0,0
QCT1000001994,0,0,0,0,0,0
QCT1000001995,0,0,0,0,0,0
QCT1000001996,0,0,0,0,0,0
QCT1000001997,0,0,0,0,0,0
QCT1000001998,0,0,0,0,0,0
QCT1000001999,0,0,0,0,0,0
QCT1000002000,0,0,0,0,0,0
QCT1000002001,0,0,0,0,0,0
QCT1000002002,0,0,0,0,0,0
QCT1000002003,0,0,0,0,0,0
QCT1000002004,0,0,0,0,0,0
QCT1000002005,0,0,0,0,0,0
QCT1000002006,0,0,0,0,0,0
QCT1000002007,0,0,0,0,0,0
QCT1000002008,0,0,0,0,0,0
QCT1000002009,0,0,0,0,0,0
QCT1000002010,0,0,0,0,0,0
QCT1000002011,0,0,0,0,0,0
QCT1000002012,0,0,0,0,0,0
QCT1000002013,0,0,0,0,0,0
QCT1000002014,0,0,0,0,0,0
QCT1000002015,0,0,0,0,0,0
QCT1000002016,0,0,0,0,0,0
QCT1000002017,0,0,0,0,0,0
QCT1000002018,0,0,0,0,0,0
QCT1000002019,0,0,0,0,0,0
QCT1000002020,0,0,0,0,0,0
QCT1000002021,0,0,0,0,0,0
QCT1000002022,0,0,0,0,0,0
QCT1000002023,0,0,0,0,0,0
QCT1000002024,0,0,0,0,0,0
QCT1000002025,0,0,0,0,0,0
QCT1000002026,0,0,0,0,0,0
QCT1000002027,0,0,0,0,0,0
QCT1000002028,0,0,0,0,0,0
QCT1000002029,0,0,0,0,0,0
QCT1000002030,0,0,0,0,0,0
QCT1000002031,0,0,0,0,0,0
QCT1000002032,0,0,0,0,0,0
QCT1000002033,0,0,0,0,0,0
QCT1000002034,0,0,0,0,0,0
QCT1000002035,1,1,1,1,1,1
QCT1000002036,0,0,0,0,0,0
QCT1000002037,0,0,0,0,0,0
QCT1000002038,0,0,0,0,0,0
QCT1000002039,0,0,0,0,0,0
QCT1000002040,0,0,0,0,0,0
QCT1000002041,0,0,0,0,0,0
QCT1000002042,0,0,0,0,0,0
QCT1000002043,0,0,0,0,0,0
QCT1000002044,0,0,0,0,0,0
QCT1000002045,0,0,0,0,0,0
QCT1000002046,0,0,0,0,0,0
QCT1000002047,0,0,0,0,0,0
QCT1000002048,0,0,0,0,0,0
QCT1000002049,0,0,0,0,0,0
QCT1000002050,0,0,0,0,0,0
QCT1000002051,0,0,0,0,0,0
QCT1000002052,0,0,0,0,0,0
QCT1000002053,0,0,0,0,0,0
QCT1000002054,0,0,0,0,0,0
QCT1000002055,0,0,0,0,0,0
QCT1000002056,0,0,0,0,0,0
QCT1000002057,0,0,0,0,0,0
QCT1000002058,0,0,0,0,0,0
QCT1000002059,0,0,0,0,0,0
QCT1000002060,0,0,0,0,0,0
QCT1000002061,0,0,0,0,0,0
QCT1000002062,0,0,0,0,0,0
QCT1000002063,0,0,0,0,0,0
QCT1000002064,0,0,0,0,0,0
QCT1000002065,0,0,0,0,0,0
QCT1000002066,0,0,0,0,0,0
QCT1000002067,0,0,0,0,0,0
QCT1000002068,0,0,0,0,0,0
QCT1000002069,0,0,0,0,0,0
QCT1000002070,0,0,0,0,0,0
QCT1000002071,0,0,0,0,0,0
QCT1000002072,0,0,0,0,0,0
QCT1000002073,0,0,0,0,0,0
QCT1000002074,0,0,0,0,0,0
QCT1000002075,0,0,0,0,0,0
QCT1000002076,0,0,0,0,0,0
QCT1000002077,0,0,0,0,0,0
QCT1000002078,0,0,0,0,0,0
QCT1000002079,0,0,0,0,0,0
QCT1000002080,0,0,0,0,0,0
QCT1000002081,0,0,0,0,0,0
QCT1000002082,0,0,0,0,0,0
QCT1000002083,0,0,0,0,0,0
QCT1000002084,0,0,0,0,0,0
QCT1000002085,0,0,0,0,0,0
QCT1000002086,0,0,0,0,0,0
QCT1000002087,0,0,0,0,0,0
QCT1000002088,0,0,0,0,0,0
QCT1000002089,0,0,0,0,0,0
QCT1000002090,0,0,0,0,0,0
QCT1000002091,0,0,0,0,0,0
QCT1000002092,0,0,0,0,0,0
QCT1000002093,0,0,0,0,0,0
